library_id,namespace,meta,proj,release,release_id,max_cvss,cve_count
pypi||protobuf|3.0.0,pypi,,protobuf,3.0.0,6890,7.5,5
pypi||protobuf|3.0.0b1,pypi,,protobuf,3.0.0b1,6891,7.5,5
pypi||protobuf|3.0.0b1.post1,pypi,,protobuf,3.0.0b1.post1,6892,7.5,5
pypi||protobuf|3.0.0b1.post2,pypi,,protobuf,3.0.0b1.post2,6893,7.5,5
pypi||protobuf|3.0.0a2,pypi,,protobuf,3.0.0a2,6894,7.5,5
pypi||protobuf|3.0.0b2,pypi,,protobuf,3.0.0b2,6895,7.5,5
pypi||protobuf|3.0.0b2.post1,pypi,,protobuf,3.0.0b2.post1,6896,7.5,5
pypi||protobuf|3.0.0b2.post2,pypi,,protobuf,3.0.0b2.post2,6897,7.5,5
pypi||protobuf|3.0.0a3,pypi,,protobuf,3.0.0a3,6898,7.5,5
pypi||protobuf|3.0.0b3,pypi,,protobuf,3.0.0b3,6899,7.5,5
pypi||protobuf|3.0.0b4,pypi,,protobuf,3.0.0b4,6900,7.5,5
pypi||protobuf|3.1.0,pypi,,protobuf,3.1.0,6901,7.5,5
pypi||protobuf|3.1.0.post1,pypi,,protobuf,3.1.0.post1,6902,7.5,5
pypi||protobuf|3.2.0,pypi,,protobuf,3.2.0,6903,7.5,5
pypi||protobuf|3.2.0rc1,pypi,,protobuf,3.2.0rc1,6904,7.5,5
pypi||protobuf|3.2.0rc1.post1,pypi,,protobuf,3.2.0rc1.post1,6905,7.5,5
pypi||protobuf|3.2.0rc2,pypi,,protobuf,3.2.0rc2,6906,7.5,5
pypi||protobuf|3.3.0,pypi,,protobuf,3.3.0,6907,7.5,5
pypi||protobuf|3.4.0,pypi,,protobuf,3.4.0,6908,7.5,4
pypi||protobuf|3.5.0.post1,pypi,,protobuf,3.5.0.post1,6909,7.5,4
pypi||protobuf|3.5.1,pypi,,protobuf,3.5.1,6910,7.5,4
pypi||protobuf|3.5.2,pypi,,protobuf,3.5.2,6911,7.5,4
pypi||protobuf|3.5.2.post1,pypi,,protobuf,3.5.2.post1,6912,7.5,4
pypi||protobuf|3.6.0,pypi,,protobuf,3.6.0,6913,7.5,4
pypi||protobuf|3.6.1,pypi,,protobuf,3.6.1,6914,7.5,4
pypi||protobuf|3.7.0,pypi,,protobuf,3.7.0,6915,7.5,4
pypi||protobuf|3.7.0rc2,pypi,,protobuf,3.7.0rc2,6916,7.5,4
pypi||protobuf|3.7.0rc3,pypi,,protobuf,3.7.0rc3,6917,7.5,4
pypi||protobuf|3.7.1,pypi,,protobuf,3.7.1,6918,7.5,4
pypi||protobuf|3.8.0,pypi,,protobuf,3.8.0,6919,7.5,4
pypi||protobuf|3.8.0rc1,pypi,,protobuf,3.8.0rc1,6920,7.5,4
pypi||protobuf|3.9.0,pypi,,protobuf,3.9.0,6921,7.5,4
pypi||protobuf|3.9.0rc1,pypi,,protobuf,3.9.0rc1,6922,7.5,4
pypi||protobuf|3.9.1,pypi,,protobuf,3.9.1,6923,7.5,4
pypi||protobuf|3.9.2,pypi,,protobuf,3.9.2,6924,7.5,4
pypi||protobuf|3.10.0,pypi,,protobuf,3.10.0,6925,7.5,4
pypi||protobuf|3.10.0rc1,pypi,,protobuf,3.10.0rc1,6926,7.5,4
pypi||protobuf|3.11.0,pypi,,protobuf,3.11.0,6927,7.5,4
pypi||protobuf|3.11.0rc1,pypi,,protobuf,3.11.0rc1,6928,7.5,4
pypi||protobuf|3.11.0rc2,pypi,,protobuf,3.11.0rc2,6929,7.5,4
pypi||protobuf|3.11.1,pypi,,protobuf,3.11.1,6930,7.5,4
pypi||protobuf|3.11.2,pypi,,protobuf,3.11.2,6931,7.5,4
pypi||protobuf|3.11.3,pypi,,protobuf,3.11.3,6932,7.5,4
pypi||protobuf|3.12.0,pypi,,protobuf,3.12.0,6933,7.5,4
pypi||protobuf|3.12.0rc1,pypi,,protobuf,3.12.0rc1,6934,7.5,4
pypi||protobuf|3.12.0rc2,pypi,,protobuf,3.12.0rc2,6935,7.5,4
pypi||protobuf|3.12.1,pypi,,protobuf,3.12.1,6936,7.5,4
pypi||protobuf|3.12.2,pypi,,protobuf,3.12.2,6937,7.5,4
pypi||protobuf|3.12.4,pypi,,protobuf,3.12.4,6938,7.5,4
pypi||protobuf|3.13.0,pypi,,protobuf,3.13.0,6939,7.5,4
pypi||protobuf|3.13.0rc3,pypi,,protobuf,3.13.0rc3,6940,7.5,4
pypi||protobuf|3.14.0,pypi,,protobuf,3.14.0,6941,7.5,4
pypi||protobuf|3.14.0rc1,pypi,,protobuf,3.14.0rc1,6942,7.5,4
pypi||protobuf|3.14.0rc2,pypi,,protobuf,3.14.0rc2,6943,7.5,4
pypi||protobuf|3.14.0rc3,pypi,,protobuf,3.14.0rc3,6944,7.5,4
pypi||protobuf|3.15.0,pypi,,protobuf,3.15.0,6945,7.5,3
pypi||protobuf|3.15.0rc1,pypi,,protobuf,3.15.0rc1,6946,7.5,4
pypi||protobuf|3.15.0rc2,pypi,,protobuf,3.15.0rc2,6947,7.5,4
pypi||protobuf|3.15.1,pypi,,protobuf,3.15.1,6948,7.5,3
pypi||protobuf|3.15.2,pypi,,protobuf,3.15.2,6949,7.5,3
pypi||protobuf|3.15.3,pypi,,protobuf,3.15.3,6950,7.5,3
pypi||protobuf|3.15.4,pypi,,protobuf,3.15.4,6951,7.5,3
pypi||protobuf|3.15.5,pypi,,protobuf,3.15.5,6952,7.5,3
pypi||protobuf|3.15.6,pypi,,protobuf,3.15.6,6953,7.5,3
pypi||protobuf|3.15.7,pypi,,protobuf,3.15.7,6954,7.5,3
pypi||protobuf|3.15.8,pypi,,protobuf,3.15.8,6955,7.5,3
pypi||protobuf|3.16.0,pypi,,protobuf,3.16.0,6956,7.5,3
pypi||protobuf|3.16.0rc1,pypi,,protobuf,3.16.0rc1,6957,7.5,3
pypi||protobuf|3.16.0rc2,pypi,,protobuf,3.16.0rc2,6958,7.5,3
pypi||protobuf|3.17.0,pypi,,protobuf,3.17.0,6959,7.5,3
pypi||protobuf|3.17.0rc1,pypi,,protobuf,3.17.0rc1,6960,7.5,3
pypi||protobuf|3.17.0rc2,pypi,,protobuf,3.17.0rc2,6961,7.5,3
pypi||protobuf|3.17.1,pypi,,protobuf,3.17.1,6962,7.5,3
pypi||protobuf|3.17.2,pypi,,protobuf,3.17.2,6963,7.5,3
pypi||protobuf|3.17.3,pypi,,protobuf,3.17.3,6964,7.5,3
pypi||protobuf|3.18.0,pypi,,protobuf,3.18.0,6965,7.5,3
pypi||protobuf|3.18.0rc1,pypi,,protobuf,3.18.0rc1,6966,7.5,3
pypi||protobuf|3.18.0rc2,pypi,,protobuf,3.18.0rc2,6967,7.5,3
pypi||protobuf|3.18.1,pypi,,protobuf,3.18.1,6968,7.5,3
pypi||protobuf|3.18.3,pypi,,protobuf,3.18.3,6969,0.0,2
pypi||protobuf|3.19.0,pypi,,protobuf,3.19.0,6970,7.5,3
pypi||protobuf|3.19.0rc1,pypi,,protobuf,3.19.0rc1,6971,0.0,2
pypi||protobuf|3.19.0rc2,pypi,,protobuf,3.19.0rc2,6972,0.0,2
pypi||protobuf|3.19.1,pypi,,protobuf,3.19.1,6973,7.5,3
pypi||protobuf|3.19.2,pypi,,protobuf,3.19.2,6974,7.5,3
pypi||protobuf|3.19.3,pypi,,protobuf,3.19.3,6975,7.5,3
pypi||protobuf|3.19.4,pypi,,protobuf,3.19.4,6976,7.5,3
pypi||protobuf|3.19.5,pypi,,protobuf,3.19.5,6977,0.0,2
pypi||protobuf|3.19.6,pypi,,protobuf,3.19.6,6978,0.0,2
pypi||protobuf|3.20.0,pypi,,protobuf,3.20.0,6979,7.5,3
pypi||protobuf|3.20.0rc1,pypi,,protobuf,3.20.0rc1,6980,0.0,2
pypi||protobuf|3.20.0rc2,pypi,,protobuf,3.20.0rc2,6981,0.0,2
pypi||protobuf|3.20.1,pypi,,protobuf,3.20.1,6982,7.5,3
pypi||protobuf|3.20.1rc1,pypi,,protobuf,3.20.1rc1,6983,7.5,3
pypi||protobuf|3.20.2,pypi,,protobuf,3.20.2,6984,0.0,2
pypi||protobuf|3.20.3,pypi,,protobuf,3.20.3,6985,0.0,2
pypi||protobuf|4.0.0rc1,pypi,,protobuf,4.0.0rc1,6986,0.0,2
pypi||protobuf|4.0.0rc2,pypi,,protobuf,4.0.0rc2,6987,0.0,2
pypi||protobuf|4.21.0,pypi,,protobuf,4.21.0,6988,7.5,3
pypi||protobuf|4.21.0rc1,pypi,,protobuf,4.21.0rc1,6989,7.5,3
pypi||protobuf|4.21.0rc2,pypi,,protobuf,4.21.0rc2,6990,7.5,3
pypi||protobuf|4.21.1,pypi,,protobuf,4.21.1,6991,7.5,3
pypi||protobuf|4.21.2,pypi,,protobuf,4.21.2,6992,7.5,3
pypi||protobuf|4.21.3,pypi,,protobuf,4.21.3,6993,7.5,3
pypi||protobuf|4.21.4,pypi,,protobuf,4.21.4,6994,7.5,3
pypi||protobuf|4.21.5,pypi,,protobuf,4.21.5,6995,7.5,3
pypi||protobuf|4.21.6,pypi,,protobuf,4.21.6,6996,0.0,2
pypi||protobuf|4.21.7,pypi,,protobuf,4.21.7,6997,0.0,2
pypi||protobuf|4.21.8,pypi,,protobuf,4.21.8,6998,0.0,2
pypi||protobuf|4.21.9,pypi,,protobuf,4.21.9,6999,0.0,2
pypi||protobuf|4.21.10,pypi,,protobuf,4.21.10,7000,0.0,2
pypi||protobuf|4.21.11,pypi,,protobuf,4.21.11,7001,0.0,2
pypi||protobuf|4.21.12,pypi,,protobuf,4.21.12,7002,0.0,2
pypi||protobuf|4.22.0,pypi,,protobuf,4.22.0,7003,0.0,2
pypi||protobuf|4.22.0rc1,pypi,,protobuf,4.22.0rc1,7004,0.0,2
pypi||protobuf|4.22.0rc2,pypi,,protobuf,4.22.0rc2,7005,0.0,2
pypi||protobuf|4.22.0rc3,pypi,,protobuf,4.22.0rc3,7006,0.0,2
pypi||protobuf|4.22.1,pypi,,protobuf,4.22.1,7007,0.0,2
pypi||protobuf|4.22.3,pypi,,protobuf,4.22.3,7008,0.0,2
pypi||protobuf|4.22.4,pypi,,protobuf,4.22.4,7009,0.0,2
pypi||protobuf|4.22.5,pypi,,protobuf,4.22.5,7010,0.0,2
pypi||protobuf|4.23.0,pypi,,protobuf,4.23.0,7011,0.0,2
pypi||protobuf|4.23.0rc2,pypi,,protobuf,4.23.0rc2,7012,0.0,2
pypi||protobuf|4.23.0rc3,pypi,,protobuf,4.23.0rc3,7013,0.0,2
pypi||protobuf|4.23.1,pypi,,protobuf,4.23.1,7014,0.0,2
pypi||protobuf|4.23.2,pypi,,protobuf,4.23.2,7015,0.0,2
pypi||protobuf|4.23.3,pypi,,protobuf,4.23.3,7016,0.0,2
pypi||protobuf|4.23.4,pypi,,protobuf,4.23.4,7017,0.0,2
pypi||protobuf|4.24.0,pypi,,protobuf,4.24.0,7018,0.0,2
pypi||protobuf|4.24.0rc1,pypi,,protobuf,4.24.0rc1,7019,0.0,2
pypi||protobuf|4.24.0rc2,pypi,,protobuf,4.24.0rc2,7020,0.0,2
pypi||protobuf|4.24.0rc3,pypi,,protobuf,4.24.0rc3,7021,0.0,2
pypi||protobuf|4.24.1,pypi,,protobuf,4.24.1,7022,0.0,2
pypi||protobuf|4.24.2,pypi,,protobuf,4.24.2,7023,0.0,2
pypi||protobuf|4.24.3,pypi,,protobuf,4.24.3,7024,0.0,2
pypi||protobuf|4.24.4,pypi,,protobuf,4.24.4,7025,0.0,2
pypi||protobuf|4.25.0,pypi,,protobuf,4.25.0,7026,0.0,2
pypi||protobuf|4.25.0rc1,pypi,,protobuf,4.25.0rc1,7027,0.0,2
pypi||protobuf|4.25.0rc2,pypi,,protobuf,4.25.0rc2,7028,0.0,2
pypi||protobuf|4.25.1,pypi,,protobuf,4.25.1,7029,0.0,2
pypi||protobuf|4.25.2,pypi,,protobuf,4.25.2,7030,0.0,2
pypi||protobuf|4.25.3,pypi,,protobuf,4.25.3,7031,0.0,2
pypi||protobuf|4.25.4,pypi,,protobuf,4.25.4,7032,0.0,2
pypi||protobuf|4.25.5,pypi,,protobuf,4.25.5,7033,0.0,2
pypi||protobuf|4.25.6,pypi,,protobuf,4.25.6,7034,0.0,2
pypi||protobuf|4.25.7,pypi,,protobuf,4.25.7,7035,0.0,2
pypi||protobuf|4.25.8,pypi,,protobuf,4.25.8,7036,0.0,1
pypi||protobuf|5.26.0,pypi,,protobuf,5.26.0,7037,0.0,2
pypi||protobuf|5.26.0rc1,pypi,,protobuf,5.26.0rc1,7038,0.0,2
pypi||protobuf|5.26.0rc2,pypi,,protobuf,5.26.0rc2,7039,0.0,2
pypi||protobuf|5.26.0rc3,pypi,,protobuf,5.26.0rc3,7040,0.0,2
pypi||protobuf|5.26.1,pypi,,protobuf,5.26.1,7041,0.0,2
pypi||protobuf|5.27.0,pypi,,protobuf,5.27.0,7042,0.0,2
pypi||protobuf|5.27.0rc1,pypi,,protobuf,5.27.0rc1,7043,0.0,2
pypi||protobuf|5.27.0rc2,pypi,,protobuf,5.27.0rc2,7044,0.0,2
pypi||protobuf|5.27.0rc3,pypi,,protobuf,5.27.0rc3,7045,0.0,2
pypi||protobuf|5.27.1,pypi,,protobuf,5.27.1,7046,0.0,2
pypi||protobuf|5.27.2,pypi,,protobuf,5.27.2,7047,0.0,2
pypi||protobuf|5.27.3,pypi,,protobuf,5.27.3,7048,0.0,2
pypi||protobuf|5.27.4,pypi,,protobuf,5.27.4,7049,0.0,2
pypi||protobuf|5.27.5,pypi,,protobuf,5.27.5,7050,0.0,2
pypi||protobuf|5.28.0,pypi,,protobuf,5.28.0,7051,0.0,2
pypi||protobuf|5.28.0rc1,pypi,,protobuf,5.28.0rc1,7052,0.0,2
pypi||protobuf|5.28.0rc2,pypi,,protobuf,5.28.0rc2,7053,0.0,2
pypi||protobuf|5.28.0rc3,pypi,,protobuf,5.28.0rc3,7054,0.0,2
pypi||protobuf|5.28.1,pypi,,protobuf,5.28.1,7055,0.0,2
pypi||protobuf|5.28.2,pypi,,protobuf,5.28.2,7056,0.0,2
pypi||protobuf|5.28.3,pypi,,protobuf,5.28.3,7057,0.0,2
pypi||protobuf|5.29.0,pypi,,protobuf,5.29.0,7058,0.0,2
pypi||protobuf|5.29.0rc1,pypi,,protobuf,5.29.0rc1,7059,0.0,2
pypi||protobuf|5.29.0rc2,pypi,,protobuf,5.29.0rc2,7060,0.0,2
pypi||protobuf|5.29.0rc3,pypi,,protobuf,5.29.0rc3,7061,0.0,2
pypi||protobuf|5.29.1,pypi,,protobuf,5.29.1,7062,0.0,2
pypi||protobuf|5.29.2,pypi,,protobuf,5.29.2,7063,0.0,2
pypi||protobuf|5.29.3,pypi,,protobuf,5.29.3,7064,0.0,2
pypi||protobuf|5.29.4,pypi,,protobuf,5.29.4,7065,0.0,2
pypi||protobuf|5.29.5,pypi,,protobuf,5.29.5,7066,0.0,1
pypi||protobuf|6.30.0,pypi,,protobuf,6.30.0,7067,0.0,2
pypi||protobuf|6.30.0rc1,pypi,,protobuf,6.30.0rc1,7068,0.0,2
pypi||protobuf|6.30.0rc2,pypi,,protobuf,6.30.0rc2,7069,0.0,2
pypi||protobuf|6.30.1,pypi,,protobuf,6.30.1,7070,0.0,2
pypi||protobuf|6.30.2,pypi,,protobuf,6.30.2,7071,0.0,2
pypi||protobuf|6.31.0,pypi,,protobuf,6.31.0,7072,0.0,2
pypi||protobuf|6.31.0rc1,pypi,,protobuf,6.31.0rc1,7073,0.0,2
pypi||protobuf|6.31.0rc2,pypi,,protobuf,6.31.0rc2,7074,0.0,2
pypi||protobuf|6.31.1,pypi,,protobuf,6.31.1,7075,0.0,1
pypi||protobuf|6.32.0,pypi,,protobuf,6.32.0,7076,0.0,1
pypi||protobuf|6.32.0rc1,pypi,,protobuf,6.32.0rc1,7077,0.0,1
pypi||protobuf|6.32.0rc2,pypi,,protobuf,6.32.0rc2,7078,0.0,1
pypi||protobuf|6.32.1,pypi,,protobuf,6.32.1,7079,0.0,1
pypi||protobuf|6.33.0,pypi,,protobuf,6.33.0,7080,0.0,1
pypi||protobuf|6.33.0rc1,pypi,,protobuf,6.33.0rc1,7081,0.0,1
pypi||protobuf|6.33.0rc2,pypi,,protobuf,6.33.0rc2,7082,0.0,1
pypi||protobuf|6.33.1,pypi,,protobuf,6.33.1,7083,0.0,1
pypi||protobuf|6.33.2,pypi,,protobuf,6.33.2,7084,0.0,1
pypi||protobuf|6.33.3,pypi,,protobuf,6.33.3,7085,0.0,1
pypi||protobuf|6.33.4,pypi,,protobuf,6.33.4,7086,0.0,1
pypi||pyjwt|0.1.1,pypi,,pyjwt,0.1.1,7087,7.5,6
pypi||pyjwt|0.1.2,pypi,,pyjwt,0.1.2,7088,7.5,6
pypi||pyjwt|0.1.3,pypi,,pyjwt,0.1.3,7089,7.5,6
pypi||pyjwt|0.1.4,pypi,,pyjwt,0.1.4,7090,7.5,6
pypi||pyjwt|0.1.5,pypi,,pyjwt,0.1.5,7091,7.5,6
pypi||pyjwt|0.1.6,pypi,,pyjwt,0.1.6,7092,7.5,6
pypi||pyjwt|0.1.7,pypi,,pyjwt,0.1.7,7093,7.5,6
pypi||pyjwt|0.1.8,pypi,,pyjwt,0.1.8,7094,7.5,6
pypi||pyjwt|0.1.9,pypi,,pyjwt,0.1.9,7095,7.5,6
pypi||pyjwt|0.2.0,pypi,,pyjwt,0.2.0,7096,7.5,6
pypi||pyjwt|0.2.1,pypi,,pyjwt,0.2.1,7097,7.5,6
pypi||pyjwt|0.2.3,pypi,,pyjwt,0.2.3,7098,7.5,6
pypi||pyjwt|0.3.0,pypi,,pyjwt,0.3.0,7099,7.5,6
pypi||pyjwt|0.3.1,pypi,,pyjwt,0.3.1,7100,7.5,6
pypi||pyjwt|0.3.2,pypi,,pyjwt,0.3.2,7101,7.5,6
pypi||pyjwt|0.4.0,pypi,,pyjwt,0.4.0,7102,7.5,6
pypi||pyjwt|0.4.1,pypi,,pyjwt,0.4.1,7103,7.5,6
pypi||pyjwt|0.4.2,pypi,,pyjwt,0.4.2,7104,7.5,6
pypi||pyjwt|0.4.3,pypi,,pyjwt,0.4.3,7105,7.5,6
pypi||pyjwt|1.0.0,pypi,,pyjwt,1.0.0,7106,7.5,6
pypi||pyjwt|1.0.1,pypi,,pyjwt,1.0.1,7107,7.5,6
pypi||pyjwt|1.1.0,pypi,,pyjwt,1.1.0,7108,7.5,6
pypi||pyjwt|1.3.0,pypi,,pyjwt,1.3.0,7109,7.5,6
pypi||pyjwt|1.4.0,pypi,,pyjwt,1.4.0,7110,7.5,6
pypi||pyjwt|1.4.1,pypi,,pyjwt,1.4.1,7111,7.5,6
pypi||pyjwt|1.4.2,pypi,,pyjwt,1.4.2,7112,7.5,6
pypi||pyjwt|1.5.0,pypi,,pyjwt,1.5.0,7113,7.5,7
pypi||pyjwt|1.5.1,pypi,,pyjwt,1.5.1,7114,7.5,6
pypi||pyjwt|1.5.2,pypi,,pyjwt,1.5.2,7115,7.5,6
pypi||pyjwt|1.5.3,pypi,,pyjwt,1.5.3,7116,7.5,6
pypi||pyjwt|1.6.0,pypi,,pyjwt,1.6.0,7117,7.5,6
pypi||pyjwt|1.6.1,pypi,,pyjwt,1.6.1,7118,7.5,6
pypi||pyjwt|1.6.3,pypi,,pyjwt,1.6.3,7119,7.5,6
pypi||pyjwt|1.6.4,pypi,,pyjwt,1.6.4,7120,7.5,6
pypi||pyjwt|1.7.0,pypi,,pyjwt,1.7.0,7121,7.5,6
pypi||pyjwt|1.7.1,pypi,,pyjwt,1.7.1,7122,7.5,6
pypi||pyjwt|2.0.0,pypi,,pyjwt,2.0.0,7123,7.5,6
pypi||pyjwt|2.0.0a1,pypi,,pyjwt,2.0.0a1,7124,7.5,6
pypi||pyjwt|2.0.0a2,pypi,,pyjwt,2.0.0a2,7125,7.5,6
pypi||pyjwt|2.0.1,pypi,,pyjwt,2.0.1,7126,7.5,6
pypi||pyjwt|2.1.0,pypi,,pyjwt,2.1.0,7127,7.5,6
pypi||pyjwt|2.2.0,pypi,,pyjwt,2.2.0,7128,7.5,6
pypi||pyjwt|2.3.0,pypi,,pyjwt,2.3.0,7129,7.5,6
pypi||pyjwt|2.4.0,pypi,,pyjwt,2.4.0,7130,7.5,5
pypi||pyjwt|2.5.0,pypi,,pyjwt,2.5.0,7131,7.5,5
pypi||pyjwt|2.6.0,pypi,,pyjwt,2.6.0,7132,7.5,5
pypi||pyjwt|2.7.0,pypi,,pyjwt,2.7.0,7133,7.5,5
pypi||pyjwt|2.8.0,pypi,,pyjwt,2.8.0,7134,7.5,6
pypi||pyjwt|2.9.0,pypi,,pyjwt,2.9.0,7135,7.5,7
pypi||pyjwt|2.10.0,pypi,,pyjwt,2.10.0,7136,7.5,8
pypi||pyjwt|2.10.1,pypi,,pyjwt,2.10.1,7137,7.5,7
pypi||pyjwt|2.11.0,pypi,,pyjwt,2.11.0,7138,7.5,6
pypi||pyjwt|2.12.0,pypi,,pyjwt,2.12.0,7139,7.4,5
pypi||pyjwt|2.12.1,pypi,,pyjwt,2.12.1,7140,7.4,5
pypi||pyspark|2.1.1,pypi,,pyspark,2.1.1,7141,7.7,11
pypi||pyspark|2.1.2,pypi,,pyspark,2.1.2,7142,6.4,10
pypi||pyspark|2.1.3,pypi,,pyspark,2.1.3,7143,6.4,9
pypi||pyspark|2.2.0,pypi,,pyspark,2.2.0,7144,6.4,10
pypi||pyspark|2.2.1,pypi,,pyspark,2.2.1,7145,6.4,10
pypi||pyspark|2.2.2,pypi,,pyspark,2.2.2,7146,6.4,9
pypi||pyspark|2.2.3,pypi,,pyspark,2.2.3,7147,6.4,8
pypi||pyspark|2.3.0,pypi,,pyspark,2.3.0,7148,6.4,9
pypi||pyspark|2.3.1,pypi,,pyspark,2.3.1,7149,6.4,9
pypi||pyspark|2.3.2,pypi,,pyspark,2.3.2,7150,6.4,8
pypi||pyspark|2.3.3,pypi,,pyspark,2.3.3,7151,6.4,7
pypi||pyspark|2.3.4,pypi,,pyspark,2.3.4,7152,6.4,7
pypi||pyspark|2.4.0,pypi,,pyspark,2.4.0,7153,6.4,7
pypi||pyspark|2.4.1,pypi,,pyspark,2.4.1,7154,6.4,7
pypi||pyspark|2.4.2,pypi,,pyspark,2.4.2,7155,6.4,7
pypi||pyspark|2.4.3,pypi,,pyspark,2.4.3,7156,6.4,7
pypi||pyspark|2.4.4,pypi,,pyspark,2.4.4,7157,6.4,7
pypi||pyspark|2.4.5,pypi,,pyspark,2.4.5,7158,6.4,7
pypi||pyspark|2.4.6,pypi,,pyspark,2.4.6,7159,6.4,6
pypi||pyspark|2.4.7,pypi,,pyspark,2.4.7,7160,6.4,6
pypi||pyspark|2.4.8,pypi,,pyspark,2.4.8,7161,6.4,6
pypi||pyspark|3.0.0,pypi,,pyspark,3.0.0,7162,6.4,6
pypi||pyspark|3.0.1,pypi,,pyspark,3.0.1,7163,6.4,6
pypi||pyspark|3.0.2,pypi,,pyspark,3.0.2,7164,6.4,6
pypi||pyspark|3.0.3,pypi,,pyspark,3.0.3,7165,6.4,6
pypi||pyspark|3.1.1,pypi,,pyspark,3.1.1,7166,6.4,6
pypi||pyspark|3.1.2,pypi,,pyspark,3.1.2,7167,6.4,6
pypi||pyspark|3.1.3,pypi,,pyspark,3.1.3,7168,6.4,4
pypi||pyspark|3.2.0,pypi,,pyspark,3.2.0,7169,6.4,5
pypi||pyspark|3.2.1,pypi,,pyspark,3.2.1,7170,6.4,5
pypi||pyspark|3.2.2,pypi,,pyspark,3.2.2,7171,6.4,2
pypi||pyspark|3.2.3,pypi,,pyspark,3.2.3,7172,6.4,2
pypi||pyspark|3.2.4,pypi,,pyspark,3.2.4,7173,6.4,2
pypi||pyspark|3.3.0,pypi,,pyspark,3.3.0,7174,6.4,3
pypi||pyspark|3.3.1,pypi,,pyspark,3.3.1,7175,6.4,2
pypi||pyspark|3.3.2,pypi,,pyspark,3.3.2,7176,6.4,2
pypi||pyspark|3.3.3,pypi,,pyspark,3.3.3,7177,6.4,2
pypi||pyspark|3.3.4,pypi,,pyspark,3.3.4,7178,6.4,2
pypi||pyspark|3.4.0,pypi,,pyspark,3.4.0,7179,6.4,1
pypi||pyspark|3.4.1,pypi,,pyspark,3.4.1,7180,6.4,1
pypi||pyspark|3.4.2,pypi,,pyspark,3.4.2,7181,6.4,1
pypi||pyspark|3.4.3,pypi,,pyspark,3.4.3,7182,6.4,1
pypi||pyspark|3.5.0,pypi,,pyspark,3.5.0,7183,6.4,1
pypi||pyspark|3.5.1,pypi,,pyspark,3.5.1,7184,6.4,1
pypi||pytest|2.0.0,pypi,,pytest,2.0.0,7185,6.7,1
pypi||pytest|2.0.1,pypi,,pytest,2.0.1,7186,6.7,1
pypi||pytest|2.0.2,pypi,,pytest,2.0.2,7187,6.7,1
pypi||pytest|2.0.3,pypi,,pytest,2.0.3,7188,6.7,1
pypi||pytest|2.1.0,pypi,,pytest,2.1.0,7189,6.7,1
pypi||pytest|2.1.1,pypi,,pytest,2.1.1,7190,6.7,1
pypi||pytest|2.1.2,pypi,,pytest,2.1.2,7191,6.7,1
pypi||pytest|2.1.3,pypi,,pytest,2.1.3,7192,6.7,1
pypi||pytest|2.2.0,pypi,,pytest,2.2.0,7193,6.7,1
pypi||pytest|2.2.1,pypi,,pytest,2.2.1,7194,6.7,1
pypi||pytest|2.2.2,pypi,,pytest,2.2.2,7195,6.7,1
pypi||pytest|2.2.3,pypi,,pytest,2.2.3,7196,6.7,1
pypi||pytest|2.2.4,pypi,,pytest,2.2.4,7197,6.7,1
pypi||pytest|2.3.0,pypi,,pytest,2.3.0,7198,6.7,1
pypi||pytest|2.3.1,pypi,,pytest,2.3.1,7199,6.7,1
pypi||pytest|2.3.2,pypi,,pytest,2.3.2,7200,6.7,1
pypi||pytest|2.3.3,pypi,,pytest,2.3.3,7201,6.7,1
pypi||pytest|2.3.4,pypi,,pytest,2.3.4,7202,6.7,1
pypi||pytest|2.3.5,pypi,,pytest,2.3.5,7203,6.7,1
pypi||pytest|2.4.0,pypi,,pytest,2.4.0,7204,6.7,1
pypi||pytest|2.4.1,pypi,,pytest,2.4.1,7205,6.7,1
pypi||pytest|2.4.2,pypi,,pytest,2.4.2,7206,6.7,1
pypi||pytest|2.5.0,pypi,,pytest,2.5.0,7207,6.7,1
pypi||pytest|2.5.1,pypi,,pytest,2.5.1,7208,6.7,1
pypi||pytest|2.5.2,pypi,,pytest,2.5.2,7209,6.7,1
pypi||pytest|2.6.0,pypi,,pytest,2.6.0,7210,6.7,1
pypi||pytest|2.6.1,pypi,,pytest,2.6.1,7211,6.7,1
pypi||pytest|2.6.2,pypi,,pytest,2.6.2,7212,6.7,1
pypi||pytest|2.6.3,pypi,,pytest,2.6.3,7213,6.7,1
pypi||pytest|2.6.4,pypi,,pytest,2.6.4,7214,6.7,1
pypi||pytest|2.7.0,pypi,,pytest,2.7.0,7215,6.7,1
pypi||pytest|2.7.1,pypi,,pytest,2.7.1,7216,6.7,1
pypi||pytest|2.7.2,pypi,,pytest,2.7.2,7217,6.7,1
pypi||pytest|2.7.3,pypi,,pytest,2.7.3,7218,6.7,1
pypi||pytest|2.8.0,pypi,,pytest,2.8.0,7219,6.7,1
pypi||pytest|2.8.1,pypi,,pytest,2.8.1,7220,6.7,1
pypi||pytest|2.8.2,pypi,,pytest,2.8.2,7221,6.7,1
pypi||pytest|2.8.3,pypi,,pytest,2.8.3,7222,6.7,1
pypi||pytest|2.8.4,pypi,,pytest,2.8.4,7223,6.7,1
pypi||pytest|2.8.5,pypi,,pytest,2.8.5,7224,6.7,1
pypi||pytest|2.8.6,pypi,,pytest,2.8.6,7225,6.7,1
